employee_id,hire_date,hired_days,job_cat,job_rank,job_function,region,age,is_men,perf_rank,is_promo,is_data_valid
241,2021-08-28,1196,I,5,Engineering,US2,34.68323274,1,2,0,OK: all data
242,2022-08-13,846,I,6,Engineering,US1,29.62217016,1,3,0,OK: all data
243,2022-03-02,1010,I,4,S&O,US1,34.15782573,1,3,0,OK: all data
244,2022-11-13,754,I,6,Product,US2,27.92991861,1,4,0,OK: all data
245,2021-09-22,1171,T,8,Engineering,US3,33.2961183,1,4,0,OK: all data
246,2021-09-19,1174,T,6,Engineering,US1,29.32130935,1,4,1,OK: all data
247,2022-03-17,995,I,7,Product,US1,29.89519632,1,2,0,OK: all data
248,2022-03-13,999,T,9,CXI,US1,29.15106121,0,2,0,OK: all data
249,2022-03-02,1010,T,8,S&O,US4,29.85365394,1,3,0,OK: all data
250,2023-01-21,685,I,7,G&A,US4,34.55134815,0,3,0,OK: all data
251,2020-09-22,1536,T,6,S&O,US1,27.58271623,1,4,0,OK: all data
252,2023-03-02,645,T,7,Engineering,US1,31.471548,1,4,0,OK: all data
253,2022-07-19,871,I,4,Product,US4,32.45953257,1,3,0,OK: all data
254,2020-09-04,1554,I,4,Product,US2,30.53518582,1,3,1,OK: all data
255,2023-03-24,623,T,7,S&O,US2,31.0134707,1,4,0,OK: all data
256,2021-09-22,1171,I,6,S&O,US2,34.70657044,1,2,0,OK: all data
257,2022-06-27,893,I,6,Engineering,US1,30.17915251,1,3,0,OK: all data
258,2022-03-24,988,I,6,Sales,US2,32.73966177,1,2,0,OK: all data
259,2022-05-25,926,T,7,S&O,US2,29.35196505,0,2,0,OK: all data
260,2019-08-28,1927,I,5,Engineering,US3,28.53238164,1,2,0,OK: all data
261,2022-06-12,908,I,5,Sales,US3,34.17297037,1,1,0,OK: all data
262,2022-03-06,1006,T,7,S&O,US1,29.96772242,1,3,0,OK: all data
263,2022-09-26,802,T,7,Product,US4,33.06615186,0,2,0,OK: all data
264,2022-03-02,1010,I,6,G&A,US1,30.6057225,0,2,0,OK: all data
265,2021-09-08,1185,T,6,Engineering,US1,33.42430804,1,2,0,OK: all data
266,2023-02-27,648,I,4,S&O,US2,33.02928518,0,2,0,OK: all data
267,2019-09-19,1905,I,5,Engineering,US2,30.46954247,1,2,0,OK: all data
268,2022-02-26,1014,I,5,Product,US1,28.77476803,1,2,0,OK: all data
269,2022-12-23,714,I,5,Sales,US1,33.57855312,0,2,0,OK: all data
270,2022-03-31,981,I,5,Engineering,US1,31.99676926,0,3,0,OK: all data
271,2022-02-26,1014,I,4,Product,US2,30.55088851,1,2,0,OK: all data
272,2021-08-31,1193,T,8,Product,US3,28.53960739,1,3,0,OK: all data
273,2021-08-24,1200,T,6,Engineering,US1,30.33266392,1,4,0,OK: all data
274,2019-09-04,1920,I,5,Engineering,US3,34.22229937,1,2,0,OK: all data
275,2021-09-19,1174,I,4,S&O,US3,28.26207768,0,5,1,OK: all data
276,2021-09-08,1185,I,6,Engineering,US1,31.06165502,1,3,0,OK: all data
277,2021-09-22,1171,I,4,Engineering,US3,32.72512663,0,2,0,OK: all data
278,2022-09-01,827,I,5,S&O,US1,29.79123697,1,5,0,OK: all data
279,2020-08-24,1565,I,5,Product,US1,28.50916492,1,2,0,OK: all data
280,2019-08-24,1931,T,7,G&A,US2,31.19574484,0,2,0,OK: all data
281,2022-10-03,795,I,5,CXI,US1,29.21644934,0,2,0,OK: all data
282,2022-08-17,842,T,7,Product,US1,33.1026227,0,5,0,OK: all data
283,2022-09-19,809,T,9,Engineering,US1,31.43116236,1,2,0,OK: all data
284,2022-03-06,1006,I,4,CXI,US3,30.46090196,0,3,0,OK: all data
285,2022-02-23,1017,I,4,Sales,US2,33.58546903,1,3,0,OK: all data
286,2022-08-17,842,I,4,Engineering,US3,28.01972011,1,3,0,OK: all data
287,2021-08-31,1193,T,9,CXI,US3,34.99870842,0,2,0,OK: all data
288,2023-02-01,674,I,4,S&O,US4,31.82572071,0,3,0,OK: all data
289,2021-09-22,1171,I,4,CXI,US1,28.61796118,0,3,0,OK: all data
290,2021-09-19,1174,I,5,Sales,US2,34.030799,1,1,0,OK: all data
291,2019-09-23,1901,I,4,CXI,US1,34.27797487,0,3,0,OK: all data
292,2020-09-18,1540,I,4,CXI,US2,33.62578385,0,2,0,OK: all data
293,2022-12-30,707,I,4,S&O,US4,32.78278084,0,3,0,OK: all data
294,2023-03-24,623,T,6,S&O,US1,30.08413346,0,2,0,OK: all data
295,2022-03-13,999,I,6,G&A,US2,29.93688926,0,3,0,OK: all data
296,2022-03-27,985,I,4,S&O,US3,29.39165366,1,2,0,OK: all data
297,2019-08-24,1931,T,6,CXI,US2,34.22104483,0,3,1,OK: all data
298,2019-09-08,1916,T,6,CXI,US2,28.45026307,0,3,0,OK: all data
299,2020-08-31,1558,T,6,CXI,US3,31.31761652,0,5,1,OK: all data
300,2022-02-26,1014,T,7,Engineering,US2,30.45806955,1,3,0,OK: all data
301,2022-11-16,751,T,6,S&O,US1,32.48961417,1,3,0,OK: all data
302,2023-03-17,630,I,4,S&O,US1,33.82922832,0,2,0,OK: all data
303,2023-03-09,638,I,4,Engineering,US3,31.04173582,1,2,0,OK: all data
304,2022-03-06,1006,T,6,CXI,US3,31.26307577,0,3,0,OK: all data
305,2022-10-07,791,I,5,G&A,US1,28.03183758,0,2,0,OK: all data
306,2022-03-02,1010,T,7,Sales,US1,30.31692025,1,3,0,OK: all data
307,2022-03-24,988,I,4,CXI,US1,34.82800275,0,3,1,OK: all data
308,2022-03-02,1010,T,7,Product,US1,33.63983699,0,2,0,OK: all data
309,2021-09-04,1189,T,6,Engineering,US3,33.45986264,1,3,0,OK: all data
310,2022-03-27,985,I,6,S&O,US3,27.52485747,0,4,1,OK: all data
311,2022-07-22,868,I,4,Sales,US2,30.05017011,1,2,0,OK: all data
312,2022-03-17,995,I,6,Engineering,US1,27.08553295,1,2,0,OK: all data
313,2022-03-24,988,I,7,S&O,US3,31.28557713,0,1,0,OK: all data
314,2022-03-02,1010,I,6,Engineering,US3,34.61102031,1,3,0,OK: all data
315,2021-09-19,1174,T,6,Engineering,US1,28.99114225,1,4,0,OK: all data
316,2019-09-15,1909,T,7,Engineering,US1,30.39357172,1,3,0,OK: all data
317,2022-03-31,981,I,4,Engineering,US2,27.75694252,1,3,0,OK: all data
318,2022-02-26,1014,I,7,S&O,US2,33.03779148,0,3,0,OK: all data
319,2021-08-24,1200,I,5,CXI,US3,27.13804909,0,3,0,OK: all data
320,2021-09-26,1167,T,8,CXI,US1,29.46406076,1,2,0,OK: all data
321,2022-03-27,985,I,4,Sales,US1,29.50120765,0,3,0,OK: all data
322,2022-12-01,736,I,4,S&O,US3,28.37655064,0,4,0,OK: all data
323,2020-09-18,1540,I,6,G&A,US3,32.53399954,1,2,0,OK: all data
324,2022-09-15,813,I,5,S&O,US1,34.91442261,0,2,0,OK: all data
325,2022-12-01,736,T,8,Engineering,US4,33.04447315,1,2,0,OK: all data
326,2022-03-09,1003,I,4,G&A,US2,29.46157362,1,3,0,OK: all data
327,2022-03-06,1006,I,4,Sales,US1,31.92365622,0,3,0,OK: all data
328,2021-09-08,1185,T,7,Engineering,US1,31.91677605,0,2,0,OK: all data
329,2022-07-26,864,T,7,Product,US1,31.55720177,1,2,0,OK: all data
330,2022-03-02,1010,I,4,Engineering,US1,33.83767198,1,3,0,OK: all data
331,2022-09-11,817,T,7,Engineering,US3,33.21450934,1,3,0,OK: all data
332,2019-09-30,1894,I,4,S&O,US2,29.19813172,0,1,0,OK: all data
333,2021-09-04,1189,I,4,S&O,US3,27.83413523,0,2,0,OK: all data
334,2021-08-28,1196,I,6,G&A,US3,33.2440504,0,4,0,OK: all data
335,2020-09-07,1551,T,7,Engineering,US1,27.16497611,1,4,0,OK: all data
336,2022-03-17,995,T,6,Sales,US1,34.31667295,1,2,0,OK: all data
337,2022-05-10,941,I,5,S&O,US2,29.94174395,0,4,0,OK: all data
338,2020-09-22,1536,I,5,CXI,US4,31.84155658,0,4,0,OK: all data
339,2022-06-23,897,I,4,Sales,US1,29.64303821,0,3,0,OK: all data
340,2022-09-11,817,I,6,CXI,US3,27.71826783,0,2,0,OK: all data
